,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8
2543,Les Caves Saint-Gilles,"4 Rue Saint-Gilles, 75003 Paris, France",48.8577899,2.3671436,16,19,0,Cheapest beer,10.0,7.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,Les Cent Kilos,"2 Rue de la Folie Méricourt, 75011 Paris, France",48.8611991,2.3750738,16,19,2,Kronenbourg,5.5,5.0,50,Carlsberg,6.0,5.0,50.0,Grimbergen Blanche,7.0,5.0,50.0,Grimbergen Blonde,7 ,5 ,50,Brooklyn Lager,5.5 ,,33,BAPBAP Originale,5.5 ,,33,petrol,5.5 ,,33,,,,
2545,Les Cercle Des Voyageurs,"Rue des Grands Carmes 18, 1000 Bruxelles, Belgium",50.8452613,4.3493227,0,0,3,Cheapest beer,4.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,Les Chaises,"33 Rue de la Chine, 75020 Paris, France",48.8682148,2.3979085,17,20,4,Jupiler,5.0,4.0,50,Gallia Originale,6.0,5.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2547,Les Chansonniers,"113 Boulevard de Ménilmontant, 75011 Paris, France",48.8655113,2.3841706,0,0,1,Kronenbourg,3.5,,50,1664,4.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2548,Les Copains Bar,"11 Rue de Paradis, 75010 Paris, France",48.8746147,2.3539667,16,21,1,Stella Artois,5.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,Les Copains D'Abord,"35 Rue Lesdiguières, 38000 Grenoble, France",45.1858945,5.7245652,16,1930,2,Cheapest beer,4.0,3.0,50,Triple Karmeliet,6.0,5.0,50.0,Paix Dieu,6.5,5.5,50.0,,,,,,,,,,,,,,,,,,,,
2550,Les Copains D'Abord,"7 Quai Casimir Delavigne, 76600 Le Havre, France",49.4883802,0.1153791,0,0,1,Cheapest beer,5.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,Les Coulisses,"4 Rue Saint-Marc, 29000 Quimper, France",47.9964139,-4.1091673,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,Les Cuivres,"68 Avenue de la République, 75011 Paris, France",48.8645482,2.3775884,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,Les Demoiselles,"23 Rue Léon Jost, 75017 Paris, France",48.881199,2.3017882,17,20,1,Cheapest beer,7.0,6.0,50,Kronenbourg Tigre Bock,,6.0,50.0,Grimbergen Blanche,,6.0,50.0,Grimbergen Blonde,,6 ,50,,,,,,,,,,,,,,,,
2554,Les Deux Chauves,"8 Rue Durantin, 75018 Paris, France",48.8860329,2.3367672,16,20,1,Page 24 IPA,7.5,5.0,50,Brooklyn Lager,7.5,5.0,50.0,St Stefanus,7.5,5.0,50.0,,,,,,,,,,,,,,,,,,,,
2555,Les Deux Stations,"131 Boulevard Exelmans, 75016 Paris, France",48.8473372,2.2589419,16,20,10,Cheapest beer,6.0,5.0,50,Hoegaarden Wit-Blanche,8.0,8.0,50.0,Kronenbourg,6.0,,50.0,,,,,,,,,,,,,,,,,,,,
2556,Les Dix Fûts,"206 Rue de Bourgogne, 45000 Orléans, France",47.900242,1.9101292,16,19,0,Cheapest beer,5.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,Les Docks,"1 Boulevard Léon Bureau, 44200 Nantes, France",47.2072304,-1.5647844,0,0,0,Cheapest beer,4.7,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,Les Docks Café,"47 Rue Saint-Georges, 54000 Nancy, France",48.7997692,6.044891,16,20,2,Cheapest beer,4.5,3.5,50,La Chouffe,4.5,4.5,50.0,Cuvée des Trolls,5.7,4.5,50.0,,,,,,,,,,,,,,,,,,,,
2559,Les Dunes,"27 Quai Théophile Cornu, 34300 Agde, France",43.2906466,3.4443769,0,0,1,Pelforth,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,Les Ecrivains,"15 Rue des Favorites, 75015 Paris, France",48.8389051,2.3034871,15,20,1,Cheapest beer,6.9,5.0,50,Desperados,6.9,6.0,50.0,La Chouffe,,6.0,50.0,,,,,,,,,,,,,,,,,,,,
2561,Les Eiders,"142 Avenue de Flandre, 75019 Paris, France",48.8935063,2.3808186,15,21,4,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,Les Embruns,"26 Rue des Sauveteurs, 76600 Le Havre, France",49.4909023,0.0981588,0,0,0,Cheapest beer,5.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,Les Enfants De La Balle,"84 Boulevard de Charonne, 75020 Paris, France",48.8483157,2.3992326,16,20,0,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,Les Enfants Terribles,"50 Rue St Leu, 80000 Amiens, France",49.8981195,2.3008484,17,19,0,Cheapest beer,5.0,3.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,Les Fistons,"5 Rue des Abbesses, 75018 Paris, France",48.8838341,2.3391635,17,23,0,Maes,7.5,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,Les Fleurs Du Malt,"15 Quai Romain Rolland, 69005 Lyon, France",45.763051,4.8289704,0,0,2,Cheapest beer,,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,Les Fleurs Du Malt (Hh Au Pile Ou Face),"15 Allée Commandant Charcot, 44000 Nantes, France",47.2172585,-1.5453083,16,19,4,Cheapest beer,4.0,2.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,Les Flingueurs,"108 Boulevard de Rochechouart, 75018 Paris, France",48.8824433,2.3409335,16,20,0,Pelforth,6.0,5.0,50,Heineken,6.5,5.0,50.0,Saint Omer,7.0,6.0,50.0,,,,,,,,,,,,,,,,,,,,
2569,Les Fontaines,"12 Rue Brisemiche, 75004 Paris, France",48.8595556,2.3519508,0,0,26,Meteor,5.0,,50,Urubu,5.5,,50.0,Brooklyn Lager,6.5,,50.0,Leffe Blonde,6.5 ,,50,Hoegaarden Wit-Blanche,6.5 ,,50,La Chouffe,7 ,,50,Triple Karmeliet,7 ,,50,Vedett Extra White,6.5 ,,50
2570,Les Fontaines,"1 Prom. Jules Vallès, 93160 Noisy-le-Grand, France",48.840634,2.548412,15,19,1,Pelforth,5.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,Les Fous De La Quille,"6 Rue Desbassayns de Richemont, 92150 Suresnes, France",48.8699562,2.2242115,0,0,0,Cheapest beer,,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,Les Frangins,"3 Rue des Gobelins, 75013 Paris, France",48.8357533,2.3521704,16,18,1,Cheapest beer,6.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Les Freres Cailloux,"23 Place du Palais, 33000 Bordeaux, France",44.8386377,-0.5692901,0,0,1,Kronenbourg Tigre Bock,6.0,,50,Grimbergen Blanche,7.0,,50.0,Grimbergen Ambrée,7.0,,50.0,Grimbergen Blonde,7 ,,50,,,,,,,,,,,,,,,,
2574,Les Frères Berthom,"30 Rue Georges Clemenceau, 52000 Chaumont, France",48.109666849999996,5.139988818952672,16,20,0,Cheapest beer,7.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,Les Garnements,"17 Rue Michel Chasles, 75012 Paris, France",48.8476688,2.373709,1630,2030,1,Cheapest beer,7.7,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,Les Grands Ducs,"19 Rue Pascal, 75005 Paris, France",48.8379029,2.349468,16,19,1,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,Les Grands Gamins,"40 Mail François Mitterrand, 35000 Rennes, France",48.1097372,-1.6896903,0,0,1,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,Les Graves,"4 Rue Adrien Hebrard, 82170 Grisolles, France",43.8273045,1.2971744111842074,0,0,0,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,Les Idiots,"115 Boulevard de Ménilmontant, 75011 Paris, France",48.8656391,2.3840089,16,1915,1,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,Les Inccoruptibles,"1 Rue des Écoles, 68000 Colmar, France",48.0751297,7.3582201,0,0,0,Cheapest beer,5.3,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,Les Jardies,"3 Rue Riocreux, 92310 Sèvres, France",48.8277658,2.1995362,18,20,1,Mell's Brau,4.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,Les Jardins,"9 Place Jean Jaurès, 42000 Saint-Étienne, France",45.441299,4.385662514846079,0,0,1,Carlsberg,4.0,,50,Grimbergen Ambrée,5.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2583,Les Mains D'or,"22 Rue de l'Amiral Mouchez, 75014 Paris, France",48.8248872,2.3414533,14,23,4,Cheapest beer,4.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,Les Maraichers,"3 Rue Jean-Baptiste Biard, 50100 Cherbourg-en-Cotentin, France",49.6383566,-1.62159,0,0,1,Pelforth,4.5,,50,Affligem,5.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2585,Les Marroniers,"3 Grande Rue, 92310 Sèvres, France",48.8271587,2.2230372,16,1730,2,Cheapest beer,5.0,2.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,Les Merles Moqueurs,"8 Allées Maurice Sarraut, 31300 Toulouse, France",43.5958665,1.422521,1730,1830,8,Oxit Blonde - Locale et artisanale,2.8,,25,Ratz Blanche - Locale et artisanale,3.5,,25.0,Tolosa Ambrée - Locale et artisanale,3.5,,25.0,Oxit IPA - Locale et artisanale,4 ,,25,,,,,,,,,,,,,,,,
2587,Les Mesanges,"82 Rue de la Mare, 75020 Paris-20E-Arrondissement, Francia",48.8726212,2.3897094,0,0,1,Pelforth,4.7,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,Les Nautes,"1 Quai des Célestins, 75004 Paris, France",48.8524201,2.3603358,0,0,2,Grolsch,7.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,Les Novices,"123 Rue Caulaincourt, 75018 Paris, France",48.8898401,2.3418575,17,19,0,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,Les Oiseaux,"45 Rue de Sèvres, 75006 Paris, France",48.8486645,2.3210136,17,19,1,Cheapest beer,8.7,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,Les Optimistes,"46 Avenue Claude Vellefaux, 75010 Paris, France",48.8752613,2.3705179,17,20,0,Cheapest beer,4.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,Les Orgues,"38 Rue Riquet, 75019 Paris, France",48.8883908,2.3740647,15,21,2,Stella Artois,4.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,Les P'Tites Poules,"9 Cour des Petites Écuries, 75010 Paris, France",48.8727251,2.3521315,15,1930,4,Cheapest beer,6.0,3.5,50,Chimay Triple,7.0,5.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2594,Les Parisiennes,"17 Avenue de la Motte-Picquet, 75007 Paris, France",48.8558711,2.3082775,0,0,2,Affligem,10.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,Les Petites Canailles,"80 Rue Amelot, 75011 Paris, France",48.8607036,2.367935,16,20,0,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,Les Petits Instants,"22 Rue Emmanuel Troulet, 45130 Meung-sur-Loire, France",47.824784,1.6954143,0,0,0,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,Les Piaules,"59 Boulevard de Belleville, 75011 Paris, France",48.8700367,2.3788873,16,19,2,Saint Omer,5.0,4.0,50,Demory Roquette Blanche,7.0,5.0,50.0,BAPBAP Originale,7.0,5.0,50.0,,,,,,,,,,,,,,,,,,,,
2599,Les Pieds Dans L'eau,"39 Boulevard du Parc, 92200 Neuilly-sur-Seine, France",48.89252225,2.263985872777246,0,0,1,Ancre Pils,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,Les Pieds Nickelés,"120 Rue St Denis, 75002 Paris, France",48.8646045,2.3502851,16,20,3,Cheapest beer,4.9,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,Les Pieds Sous La Table,"130 Rue Saint-Maur, 75011 Paris, France",48.8680036,2.375376,17,20,1,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,Les Pirates,"88 Rue Oberkampf, 75011 Paris, France",48.8654471,2.3768513,17,19,0,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,Les Pirates,"92 Rue Colbert, 59000 Lille, France",50.6299508,3.0452738,1530,1830,1,Cheapest beer,5.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,Les Piétons,"8 Rue des Lombards, 75004 Paris, France",48.8591459,2.3499381,11,19,1,Cheapest beer,7.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,Les Planches De Sabin,"21 Rue Saint-Sabin, 75011 Paris, France",48.8559069,2.3713334,15,20,1,Cheapest beer,7.6,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,Les Potaches,"126 Rue Oberkampf, 75011 Paris, France",48.8661651,2.38001,15,20,1,Cheapest beer,4.5,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,Les Prolongations,"76 Boulevard de Grenelle, 75015 Paris, France",48.850175,2.2937268,16,19,2,Cheapest beer,5.0,4.6,50,Stella Artois,6.8,4.6,50.0,Oldarki,7.2,5.6,50.0,Leffe Blonde,7.2 ,5.6 ,50,Vedett Extra White,7.2 ,5.6 ,50,,,,,,,,,,,,
2608,Les Ptits Gros,"27 Avenue Trudaine, 75009 Paris, France",48.881014750000006,2.3435936093212746,17,20,2,Cheapest beer,7.0,5.0,50,Pelforth,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2609,Les Quais,"34 Boulevard de la Bastille, 75012 Paris, France",48.8502019,2.3688037,17,21,0,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,Les Quidams,"6 Rue Ganneron, 75018 Paris, France",48.8860279,2.326799,16,19,3,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,Les Rigoles,"6 Rue Levert, 75020 Paris, France",48.8734725,2.390279,16,20,4,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,Les Régates,"3 Rue des Gras, 63000 Clermont-Ferrand, France",45.7787036,3.0847584,0,0,2,Cheapest beer,5.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,Les Sans Culottes,"27 Rue de Lappe, 75011 Paris, France",48.8535986,2.3730299,11,1,18,Primus,4.0,4.0,50,Tongerlo,5.0,5.0,50.0,White Super 8,5.0,,50.0,IPA Richard dit le Castor,7 ,,50,La Chouffe,7 ,,50,Mystic cherry,5 ,,50,,,,,,,,
2614,Les Sœurs Pinard,"4 Avenue Sainte-Thérèse, 14100 Lisieux, France",49.1428965,0.2303822,0,0,1,Saint Omer,4.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,Les Tilleuls,"34 Avenue du cimetière, 31500 Toulouse, France",43.6066342,1.4566856,0,0,0,Meteor,5.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,Les Tontons,"39 Rue de Montreuil, 75011 Paris, France",48.8504954,2.3874199,17,20,0,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,Les Tontons Binouz,"Avenue Jean Guiton, 17000 La Rochelle, France",46.158422,-1.1578072,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,Les Tontons Bringueurs,"1 Rue Boyer, 75020 Paris, France",48.8669009,2.3927556,17,21,1,Cheapest beer,7.9,4.5,50,Blanche Des Neiges,7.9,5.9,50.0,Maredsous Brune,7.9,5.9,50.0,Kwak,7.9 ,5.9 ,50,La bière de paulo les diam's,7.9 ,5.9 ,50,,,,,,,,,,,,
2620,Les Trois 8,"11 Rue Victor Letalle, 75020 Paris, France",48.8666813,2.3854927,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,Les Trois Marches,"117 Rue Thiers, 92100 Boulogne-Billancourt, France",48.832478,2.251786,16,19,1,Amstel,5.2,4.0,50,Leffe Blonde,7.2,6.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2622,Les Turbines,"21 Rue de Turbigo, 75002 Paris, France",48.8641616,2.34987,16,20,1,Heineken,8.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,Les Valseuses,"12 Rue Porte Poterne, 56000 Vannes, France",47.6556692,-2.7570168,0,0,3,Cheapest beer,4.5,,50,steen blanche,6.0,,50.0,Brugge Tripel,6.5,,50.0,,,,,,,,,,,,,,,,,,,,
2624,Les Vedettes,"24 Quai Paul Cunq, 34250 Palavas-les-Flots, France",43.5279983,3.9305932,0,0,1,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,Les Vedettes,"13 Place Pigalle, 75009 Paris, France",48.8822982,2.3367535,0,0,0,Grolsch,6.5,,50,Licher Weizen,7.5,,50.0,coperes,7.5,,50.0,La Bête,8.5 ,,50,,,,,,,,,,,,,,,,
2626,Les Vendanges,"65 Boulevard Jean Jaurès, 92110 Clichy, France",48.9010391,2.3051814,0,0,2,Edelweiss Blanche,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,Les Vendanges,"47 Rue Clisson, 75013 Paris, France",48.8314834,2.3666422,0,0,0,Cheapest beer,5.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,Les Voiles Blanches,"65 Boulevard Albert 1er, 76400 Fécamp, France",49.7605957,0.3625296,0,0,1,Cheapest beer,5.5,,50,Ciney Blonde,7.5,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2629,Les Voisins,"14 Rue de Capri, 75012 Paris, France",48.8361447,2.3989049,0,0,0,Paulaner,3.0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,Les Volontaires,"227 Rue de Vaugirard, 75015 Paris, France",48.8373551,2.296691,17,20,2,Cheapest beer,6.8,4.2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,Les Voyelles,"74 Quai des Orfèvres, 75001 Paris, France",48.8567932,2.34151,16,20,1,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,Les Zazous,"147 Rue Victor Hugo, 76600 Le Havre, France",49.4916634,0.1089604,0,0,0,Cheapest beer,6.0,,50,Jupiler,,,50.0,Leffe Blonde,,,50.0,Goudale,,,50,Hoegaarden Wit-Blanche,,,50,,,,,,,,,,,,
2633,Les Écuries,"8 Rue Bachaumont, 75002 Paris, France",48.8660625,2.3460591,0,0,3,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,Les Éléments,"32 Rue Véron, 75018 Paris, France",48.8849629,2.3355809,16,19,3,Cheapest beer,6.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,Liberty,"Eduard-Pfeiffer-Straße 5, 73430 Aalen, Deutschland",48.8478525,10.095258,0,0,1,Cheapest beer,2.9,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,Liberty's Irish Pub,"109 Rue d'Anse, 69400 Villefranche-sur-Saône, France",45.984628,4.7181398,0,0,1,Cheapest beer,4.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,Libido Pizza Bar,"Calle Gonzalo Gallas, Granada, Espagne",37.1802788,-3.6110248,0,0,0,Cheapest beer,1.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,Lieu Unique,"2 Rue de la Biscuiterie, 44000 Nantes, France",47.2153233,-1.5449826,0,0,0,Cheapest beer,3.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,Likelike,"Pontdriesch 35, 52062 Aachen, Deutschland",50.7799098,6.0809021,0,0,0,Cheapest beer,3.1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,Lili et Riton,"64 Rue du Montparnasse, 75014 Paris, France",48.8416162,2.3250675,15,22,1,Cheapest beer,7.5,6.0,50,Grimbergen Blonde,9.5,6.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2642,Limbo,"7 Cote d'Eich, 1450 Luxembourg",49.6228589,6.1303557,0,0,0,Cheapest beer,2.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,Linen weaver,"Paul St, Centre, Cork, Irlande",51.8990538,-8.4754434,0,0,0,Cheapest beer,2.75,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,Liquid Café,"15 Rue Münster, 2160 Luxembourg",49.6089932,6.135928,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,Little Big Bear,"45 Rue Monsieur le Prince, 75006 Paris, France",48.8495637,2.3402426,16,20,1,Cheapest beer,6.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,Little Delirium Café,"13 Boulevard Joffre, 54000 Nancy, France",48.6884952,6.1772804,16,21,1,Cheapest beer,4.5,4.5,50,Campus,,,50.0,Delirium Red,,,50.0,Delirium Tremens,,,50,,,,,,,,,,,,,,,,
2647,Little O'Connells Oberkampf,"115 Rue Oberkampf, 75011 Paris, France",48.8660383,2.3786155,16,20,0,Cheapest beer,5.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,Little Roger,"3 Rue de l'Échelle, 44000 Nantes, France",47.2151316,-1.558538,0,0,3,Cheapest beer,3.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,Little Temple Bar,"12 Rue Princesse, 75006 Paris, France",48.8522346,2.3344747,16,19,2,Cheapest beer,8.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,Little Temple Bar,"7 Rue de la Paix Marcel Paul, 13001 Marseille, France",43.2933945,5.3724301,1630,2030,1,Cheapest beer,5.0,5.0,50,Cuvée des Trolls,,5.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2651,Live Central park,"Avenue des Azalées, 1030 Schaerbeek, Belgique",50.8627119,4.3817166,0,0,0,Cheapest beer,3.3,,50,Barbar blond,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2652,Living Café,"10 Allée Louis Vincent, 53000 Laval, France",48.0687189,-0.7933802,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,Living Room,"Cathal Brugha St, Rotunda, Dublin 1, Irlande",53.3525113,-6.2585012,0,0,0,Cheapest beer,4.5,,50,Smithwicks,6.0,,50.0,Guinness,5.1,,50.0,,,,,,,,,,,,,,,,,,,,
2654,Lizard Lounge,"18 Rue du Bourg Tibourg, 75004 Paris, France",48.8574108,2.3562658,15,19,0,Cheap Blond,6.0,5.0,50,Twisted Thistle IPA,7.0,6.0,50.0,Belhaven Pilsner,7.0,6.0,50.0,Scottish Brown Ale,7 ,6 ,50,Guinness,7.3 ,6 ,50,,,,,,,,,,,,
2656,Llebeig Café,"Passeig de l'Albereda, 6, 46010 València, Valencia, España",39.4738141,-0.3649945,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,Lobby Bar,"10 Rue Royale, 59800 Lille, France",50.6392361,3.0586026,0,0,0,Cheapest beer,5.0,,50,Vedett Extra IPA,6.0,,50.0,Cuvée des Trolls,6.0,,50.0,Guinness,6 ,,50,Kasteel Rouge,6 ,,50,La Bête,6 ,,50,La Chouffe,6 ,,50,Triple Karmeliet,6 ,,50
2658,Locadillos,"135 Cours Victor Hugo, 33000 Bordeaux, France",44.8350912,-0.5740789,0,0,0,Cheapest beer,,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,Local Rock,"206 Avenue Jean Jaurès, 75019 Paris, France",48.8885058,2.3926415,0,0,1,Urubu,5.0,,50,Vedett Extra White,6.0,,50.0,Shipyard IPA,6.0,,50.0,Goudale ambrée,6 ,,50,Triple Secret des Moines,6 ,,50,Polar Monkeys,6 ,,50,,,,,,,,
2660,Lol Classe,"74 Rue du Faubourg Saint-Denis, 75010 Paris, France",48.8730674,2.3547156,0,0,0,Cheapest beer,,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,Lomas Resto Bar,"Avenida General José de San Martín, Asunción, Paraguay",-25.2867729,-57.5720172,0,0,1,Pilsen,1.15,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,Longchamp Palace,"22 Boulevard Longchamp, 13001 Marseille, France",43.3010729,5.3878404,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,Loom,"Katharinengasse 14, 90403 Nürnberg, Allemagne",49.451205,11.0817386,0,0,1,Krombacher Helles,3.8,,50,Krombacher Weizen,3.8,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2664,Loop's Pub,"40 Avenue Henri Barbusse, 69100 Villeurbanne, France",45.7672436,4.8793829,16,19,1,Cheapest beer,5.0,5.0,50,St Stefanus,6.0,5.0,50.0,La Chouffe,6.5,5.5,50.0,Guinness,6.5 ,5 ,50,,,,,,,,,,,,,,,,
2665,Los Franchutes,"104 Boulevard Richard Lenoir, 75011 Paris, France",48.8635645,2.3717973,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Lou Pascalou,"14 Rue des Panoyaux, 75020 Paris, France",48.8662404,2.3855356,16,19,1,Cheapest beer,5.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,Lou Pitchoun’s,"1 Rue des Abbesses, 75018 Paris, France",48.8836915,2.3395274,17,19,1,Cheapest beer,8.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,Louise,"8 Rue Croix des Petits Champs, 75001 Paris, France",48.8625942,2.3394807,16,18,0,Cheapest beer,6.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,Louise XVII,"134 Avenue de Clichy, 75017 Paris, France",48.8915111,2.3186189,0,0,0,Cheapest beer,8.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,Louisette,"50 Rue Raymond Losserand, 75014 Paris, France",48.8346586,2.3192207,0,0,1,Gallia Originale,7.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,Loulou,"115 Rue Meurein, 59800 Lille, France",50.6324067,3.0485026,10,19,1,Cheapest beer,4.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
